id	filename	md5	size	state
0181581f-6649-40a3-892b-2be54bbbf715	0181581f-6649-40a3-892b-2be54bbbf715/a14ac53b-7e97-46f3-9dce-41a2a9010f17.rna_seq.augmented_star_gene_counts.tsv	ea7a08c6891121fb5b12c160b807bd35	4262164	validated
04bffc02-6021-44e8-98af-11694675f8a2	04bffc02-6021-44e8-98af-11694675f8a2/98990aa6-30f1-4a05-aecb-a13b907c2f57.rna_seq.augmented_star_gene_counts.tsv	fdce9b59ddff29af018de91660483370	4263289	validated
05895ee3-d5d4-49ca-a18d-cb472f5fe980	05895ee3-d5d4-49ca-a18d-cb472f5fe980/84e6a0b4-7a1f-4a9a-80b7-b59c6d2132c2.rna_seq.augmented_star_gene_counts.tsv	43065a6ce4e5ff9031155c0ddb663977	4260773	validated
07ad67b6-8242-4cbf-b24c-037c025df522	07ad67b6-8242-4cbf-b24c-037c025df522/be31437e-d2d6-4e6b-99e0-42ddb5a4359d.rna_seq.augmented_star_gene_counts.tsv	a9879ff83cdbf0a58f2a5b0f43cf1547	4238119	validated
0f16dd07-0701-417d-8861-c2e6ceff93b7	0f16dd07-0701-417d-8861-c2e6ceff93b7/aaf2267a-f643-46a5-809e-f86adec2b915.rna_seq.augmented_star_gene_counts.tsv	2108a00792eee3179458f48631274f1f	4214553	validated
0faa9697-8fed-4345-9519-0a246389849d	0faa9697-8fed-4345-9519-0a246389849d/ce71f558-2289-42ed-a6fa-d335cbc4eae5.rna_seq.augmented_star_gene_counts.tsv	fb249f020c7ae95bb396272e762be898	4250803	validated
1bf5dfc9-9ac8-4e32-b362-b2b20fc39389	1bf5dfc9-9ac8-4e32-b362-b2b20fc39389/c4e36c8b-6250-4784-bc08-75b7d2549b94.rna_seq.augmented_star_gene_counts.tsv	10bdaf0ec5f1a6fe7752274902d52df0	4258936	validated
1c1c0516-1e12-46a8-adca-ea89d3c91bd3	1c1c0516-1e12-46a8-adca-ea89d3c91bd3/bb5d75c1-c4fb-440f-8f09-0be3dd6b7daf.rna_seq.augmented_star_gene_counts.tsv	4285cb73efa00d8d9b7d73619ed03049	4240917	validated
2f40fe64-b8e8-4b2d-b4a1-377652846c9a	2f40fe64-b8e8-4b2d-b4a1-377652846c9a/34e59c84-b0d2-4373-9a9c-b265b828631e.rna_seq.augmented_star_gene_counts.tsv	9642324fd60febb89cd5f6d755da8458	4226670	validated
3636d46e-0af8-4fa2-8ddd-459222ca9743	3636d46e-0af8-4fa2-8ddd-459222ca9743/c1727ac9-43ce-4f5f-b785-7d9f85f944bb.rna_seq.augmented_star_gene_counts.tsv	0d8be3f11fc6fd4507eea72a5d8269ea	4262975	validated
